city,cities
Santiago de Queretaro,Ciudad Queretaro
Puruandiro,Ciudad Puruandiro
Purisima de Bustos,Purisima
Puerto Vallarta,Las Penas
Puerto Penasco,PPE
Piedras Negras,PDS
Petatlan,Petatlan
Periban de Ramos,Periban
Penjamo,Panjamo
Patzcuaro,Packuaro
Parras de la Fuente,Parras
Paracho de Verduzco,Paracho
Palau,Palahu
Pabellon de Arteaga,Pabellon de Arteaga
Ojinaga,Fuerte del Norte
Ocotlan,Ocotlan
Nuevo Mexico,Nuehvo-Meksiko
Nuevo Casas Grandes,NCG
Nueva Rosita,Nuehva-Rosita
Nueva Italia de Ruiz,Nueva Italia
Nochistlan de Mejia,Nochistlan
Navolato,Navolato
Navojoa,NVJ
Nava,Nava
Moroleon,Moroleon
Morelia,MLM
Monterrey,MTY
Monclova,LOV
Mezcales,Mezcales
Mexicali,MXL
Meoqui,Meoqui
Ciudad Melchor Muzquiz,Ciudad Melchor Muzquiz
Medina,
Mazatlan,Ciudad Mazatlan
Matehuala,Matehuala
Matamoros,Matamoros
Marfil,Marfil
Maravatio de Ocampo,Maravatio
Manzanillo,Cozcatlan
Rodolfo Sanchez Taboada,El Maneadero
Magdalena de Kino,Magdalena
Magdalena,Magdalena
Madera,Ciudad Madera
Los Reyes de Salgado,Los Reyes
Los Mochis,LMM
Loreto,Loreto
Leon de los Aldama,BJX
Las Pintas de Arriba,Las Pintas
La Piedad,La Piedad
La Paz,LAP
La Orilla,
Lagos de Moreno,LOM
La Cruz,La Cruz
La Barca,La Barca
Juventino Rosas,Juventino Rosas
Ciudad Benito Juarez,Ciudad Benito Juarez
Juan Aldama,Juan Aldama
Jocotepec,Jocotepec
Jiquilpan de Juarez,Jilquilpan
Jimenez,Jimenez
Jesus Maria,Jesus Maria
Jerez de Garcia Salinas,Ciudad Garcia
Jaral del Progreso,Jaral
Jamay,Jamay
Jalostotitlan,Jalostotilan
Xalisco,Jalisco
Jacona de Plancarte,Jacona
Ixtlan del Rio,Dei Rio Ixtlan
Ixtapa,Ixtapa
Irapuato,Irapuatas
Huetamo de Nunez,Huetamo
Huatabampo,Huatabampo
Parral,Hidalgo del Parral
Heroica Zitacuaro,Heroica Zitacuaro
Nogales,Heroica Nogales
Heroica Caborca,Caborca
Hermosillo,Ehrmosil'o
Heroica Guaymas,GYM
Guasave,Guasava
Guanajuato,Byen Guanajuato
Guamuchil,Guamuchil
Ciudad Guadalupe Victoria,Ciudad Guadalupe Victoria
Guadalupe,Ciudad Guadalupe
Guadalupe,Guadalupe
Guadalajara,Atemaxac
Gomez Palacio,Gomez Palacio
Vicente Guerrero,General Vicente Guerrero
Juan Jose Rios,Colonia Juan Jose Rios
Ciudad General Escobedo,Ciudad General Escobedo
San Pedro Garza Garcia,Garza Garcia
Fresnillo,Fresnil'o
Francisco I. Madero,Chavez
Escuinapa,Escuinapa
Ensenada,ESE
Encarnacion de Diaz,Ehnkarnas'on-de-Dias
Empalme,Empalme
El Salto,El Salto
Pueblo Nuevo,Ehl'-Sal'to
El Salto,El Salto
El Salto,
El Quince,El Quince
El Grullo,El Grullo
Puebla,Ejido Puebla
Esperanza,Ejido de Esperanza
Victoria de Durango,Byen Durango
Culiacan,CUL
Cuauhtemoc,Ciudad Cuauhtemoc
Coyula,
Villa de Costa Rica,Costa Rica
Cortazar,Cortazar
Compostela,Compostela
Comonfort,Chamacuero de Comonfort
Colima,CLQ
Ciudad Obregon,Altepetl Obregon
Ciudad Lerdo,Ciudad Lerdo
Ciudad Juarez,Altepetl Juarez
Jose Mariano Jimenez,Jose Mariano Jimenez
Ciudad Hidalgo,Ciudad Hidalgo
Ciudad Guzman,Altepetl Guzman
Ciudad Delicias,Delicias
Ciudad Constitucion,CUA
Camargo,Camargo
Anahuac,Anahuac
Ciudad Altamirano,Altepetl Altamirano
Ciudad Acuna,ACN
Cienega de Flores,Cienaga de Flores
Chihuahua,Altepetl Chihuahuah
Chapala,Chapala
Celaya,CYW
Castanos,Castanos
Cananea,CNA
Villa Juarez,Campo Gobierno
Calvillo,Calvillo
Victor Rosales,Calera
Autlan de Navarro,Aohtlan Navarro
Atoyac de Alvarez,Atojak-de-Al'vares
Atotonilco el Alto,Atotonilco
Ciudad de Armeria,Armeria
Ario de Rosales,Ario
Arcelia,Arcelia
Arandas,Arandas
Ciudad Apodaca,Apodaca
Apatzingan,AZG
Apaseo el Grande,Apaseo
Apaseo el Alto,Apaseo
Ameca,Ameca
Allende,Allende
Ciudad de Allende,Allende
Aldama,Aldama
Ahualulco de Mercado,Ahualulco
Aguascalientes,AGU
Agua Prieta,Agua Prieta
Acaponeta,Acaponeta
Acambaro,Acambaro
Abasolo,Abasolo
Hidalgo,Cementos Hidalgo
Dolores Hidalgo Cuna de la Independencia Nacional,Ciudad de Dolores Hidalgo
Guacamayas,Guacamayas
Ciudad Lazaro Cardenas,Ciudad Lazaro Cardenas
San Jose del Valle,San Jose del Valle
Benito Juarez,
Colonia del Valle,Col del valle
Colonia Lindavista,Col Lindavista
Colonia Nativitas,Col Nativitas
Las Delicias,Las Delicias
Hacienda Santa Fe,Hacienda Santa Fe
Fuentes del Valle,Fuentes del Valle
San Salvador Tizatlalli,San Salvador Tizatlalli
Jardines de la Silla (Jardines),Jardines de la Silla (Jardines)
San Buenaventura,San Buenaventura
Santa Teresa,Colonia Santa Teresa
San Jeronimo Cuatro Vientos,San Jeronimo Cuatro Vientos
San Martin Azcatepec,San Martin Azcatepec
Fraccionamiento Real Palmas,Fraccionamiento Real Palmas
Porticos de San Antonio,Porticos de San Antonio
San Isidro,San Isidro
Centro Familiar la Soledad,Centro Familiar la Soledad
San Jose Guadalupe Otzacatipan,San Jose Guadalupe Otzacatipan
Las Pintitas,Las Pintitas
Emiliano Zapata,Emiliano Zapata
San Antonio Tecomitl,San Antonio Tecomitl
Licenciado Benito Juarez (Campo Gobierno),Licenciado Benito Juarez (Campo Gobierno)
Teotihuacan de Arista,Teotihuacan de Arista
Jesus del Monte,Jesus del Monte
San Jorge Pueblo Nuevo,San Jorge Pueblo Nuevo
Manuel Ojinaga,Manuel Ojinaga
Terrazas del Valle,Terrazas del Valle
La Ermita,La Ermita
Lomas del Sur,Lomas del Sur
Parque Industrial Ciudad Mitras,Parque Industrial Ciudad Mitras
Mitras Poniente,Mitras Poniente
Villa del Prado 2da Seccion,Villa del Prado 2da Seccion
Tres de Mayo,Tres de Mayo
Don Antonio,Don Antonio
Casa Blanca,Casa Blanca
La Providencia Siglo XXI,La Providencia Siglo XXI
Ampliacion San Mateo (Colonia Solidaridad),Ampliacion San Mateo (Colonia Solidaridad)
Fraccionamiento Ciudad Olmeca,Fraccionamiento Ciudad Olmeca
San Rafael Tlanalapan,San Rafael Tlanalapan
Tecamac de Felipe Villanueva,Tecamac de Felipe Villanueva
Venceremos,Venceremos
Alborada Jaltenco,Alborada Jaltenco
Crucecita,Crucecita
San Jose de los Olvera,San Jose de los Olvera
Zacapu,Zacapu
Colonia del Sol,Colonia del Sol
Tres Valles,Tres Valles
Kuah,Kuah
Jerantut,Jerantut
Raub,Raub
Batu Pahat,BP
Parit Raja,Parit Raja
Pekan Nenas,Pekan Nanas
Pontian Kechil,Pontian
Kampung Pasir Gudang Baru,Kampung Pasir Gudang
Kota Tinggi,Kota Tinggi
Taman Senai,Senai
Kulai,Kulai
Skudai,Kampong Skudai
Johor Bahru,Baru
Kluang,Keluang
Yong Peng,Yong Peng
Mersing,MEP
Segamat,Segamat
Tangkak,Tangkah
Muar,Bandar Maharani
Bakri,Bakeri
Labis,Labis
Kuala Selangor,Kuala Selangor
Batang Berjuntai,Batang Berjuntai
Batu Arang,Arang
Shah Alam,Sa-a-nam
Klang,Kelang
Cukai,Chukai
Kuala Lipis,Kuala Lipis
Papar,Papar
Kota Kinabalu,BKI
Donggongon,
Putatan,Kampong Putatan
Kinarut,Kinarut
Ranau,RNU
Semporna,SMM
Labuan,Labuan
Beaufort,Beaufort
Lahad Datu,LDU
Sandakan,Elopura
Keningau,KGU
Tawau,TWU
Paka,Kampong Paka
Kertih,KTE
Kulim,Kulim
Bagan Serai,Bagan Serai
Bedong,Bedong
Simpang Empat,Semanggol
Taiping,Bandar Taiping
Kuala Kangsar,Kangsar
Ipoh,IPH
Gua Musang,Gua Musang
Kuala Terengganu,Bandar Kuala Terengganu
Marang,Kuala Marang
Tampin,Tampin
Alor Gajah,Alor Gajah
Kampung Ayer Keroh,Air Keruh
Sungai Udang,Sungai Udang
Malacca,Bandaraya Melaka
Pelabuhan Klang,Pelabohan Klang
Banting,Banting
Jenjarum,Jenjarom
Semenyih,Semenyeh
Seremban,Fu-yung-su
Port Dickson,Arang Arang Anchorage
Sepang,Sepang
Bahau,Bahau
Kuala Pilah,Kuala Lipis
Pekan,Pekan
Mentekab,Mentakab
Temerluh,Temerloh
Batu Feringgi,Batu Feringgi
Butterworth,BWH
Perai,Perai
Bukit Mertajam,Bukit Mertajam
Nibong Tebal,Nibong Tebal
Parit Buntar,Parit Buntar
Tasek Glugor,Tasek Gelugor
George Town,Dzhordzhtaun
Serendah,Serendah
Rawang,Rawang
Petaling Jaya,Petaling Dzhaja
Kuala Lumpur,Gizlungzpoh
Ampang,Ampang
Sabak Bernam,Sabah
Sungai Besar,Kampong Sungei Besar
Kuantan,KUA
Batu Gajah,Batu Gaah
Kampar,Kampar
Tapah Road,Tapah Road
Bidur,Bidor
Mukah,MKM
Lumut,Lumut
Teluk Intan,Telok Anson
Gurun,Gurun
Sungai Petani,Sungai Patani
Kepala Batas,Kapala Batas
Tanah Merah,Tanah Merah
Kuching,KCH
Simanggang,Bandar Sri Aman
Sarikei,Sarikei
Sibu,Fort Brooke
Kangar,Kangar
Jitra,Jitra
Kuala Kedah,
Alor Setar,AOR
Pasir Mas,Pasir Mas
Kota Bharu,Bharu
Kudat,KUD
Kapit,KPI
Bintulu,BTU
Lawas,LWY
Limbang,LMN
Marudi,Claudetown
Miri,Bandar Miri
Ulu Tiram,Ulu Tiram
Tanjung Tokong,Tanjong Tokong
Tanjung Sepat,Kampong Tanjong Sepat
Permatang Kuching,Permatang Kuching
Peringat,Peringat
Ladang Seri Kundang,Ladang Seri Kundang
Pantai Remis,Kampong Pantai Remis
Kuang,Kuang
Klebang Besar,Kelebang Besar
Kampung Tanjung Karang,Kampung Tanjung Karang
Kampung Sungai Ara,Kampong Sungai Ara
Kampung Simpang Renggam,Kampong Simpang Rengam
Kampong Pangkal Kalong,Kampong Pangkal Kalong
Kampong Masjid Tanah,Kampong Masjid Tanah
Kampong Kadok,Kampong Kadok
Kampong Dungun,Kampong Dungan
Kampung Bukit Baharu,Kampong Bukit Baru
Kampung Baru Subang,
Kampung Baharu Nilai,Kampong Baharu Nilai
Kampong Baharu Balakong,Balakong
Kampung Ayer Molek,Kampong Ayer Molek
Bukit Rambai,Bukit Rambai
Bentong Town,
Batu Berendam,Batu Berendam
Putrajaya,
Bandar Labuan,
Subang Jaya,Subang Dzhaja
Putra Heights,
Xai-Xai,Chai Chai
Dondo,Dondo
Chinde,Chinde
Macia,Macia
Tete,TET
Ressano Garcia,Resano Garcia
Quelimane,Kelimane
Pemba,POL
Nampula,APL
Nacala,Cidade de Nacala
Montepuez,MTU
Mocimboa,Mocimboa
Mozambique,Ilha de Mocambique
Maxixe,Maxixe
Matola,Cidade da Matola
Maputo,Can Pfumo
Mandimba,Mandimba
Lichinga,Lichinga
Inhambane,INH
Cuamba,Cuamba
Chokwe,Chokue
Chimoio,Chimoio
Chibuto,Chibuto
Beira,BEW
Antonio Enes,ANO
Mutuali,Mutuali
Katima Mulilo,Katima Molilo
Windhoek,Gouintchouk
Swakopmund,SWP
Rundu,NDU
Rehoboth,Rehoboth
Otjiwarongo,OTJ
Oshakati,OHI
Okahandja,Okahandja
Luderitz,LUD
Keetmanshoop,KMP
Katutura,Katutura
Grootfontein,GFY
Gobabis,GOG
Walvis Bay,Uolfish Bej
Noumea,NOU
Mont-Dore,
Dumbea,Dumbea
Birni N Konni,Birni N Konni
Zinder,Sinder
Tillaberi,Tillaberi
Tibiri,
Tessaoua,Tessaoua
Tera,Tera
Tanout,Tanout
Tahoua,THZ
Niamey,NIM
Nguigmi,Ngigmi
Mirriah,Miria
Mayahi,Majakhi
Matamey,Matamey
Maradi,MFQ
Magaria,Magaria
Madaoua,Madaoua
Illela,Ilella
Gaya,Gaya
Dosso,Dosso
Dogondoutchi,Dogondoutchi
Diffa,Difa
Dakoro,Dakoro
Ayorou,Agorou
Alaghsas,Alaghsas
Agadez,AJY
Kingston,Kingston
Zuru,
Zungeru,Zungeru
Zaria,ZAR
Yola,Jola
Yenagoa,Yenagoa
Wukari,Ukari
Wudil,
Warri,Bappi
Wamba,
Uyo,QUO
Uromi,
Umuahia,Umuahia
Ughelli,Ughelli
Ugep,Ugep
Uga,Uga
Ubiaja,Ubiaja
Tegina,Tegina
Tambuwal,Tambawal
Talata Mafara,Talata Mafara
Takum,
Suleja,Abudzha
Sokoto,SKO
Soba,Soba
Saki,Saki
Shagamu,Sagamu
Sapele,Sapele
Rijau,Rijau
Rano,Rano
Potiskum,Potiskum
Port Harcourt,PHC
Pindiga,Pindiga
Patigi,Pategi
Pankshin,
Ozubulu,Ozubulu
Oyo,Oio
Oyan,Oyan
Owo,Ovo
Owerri,Overi
Otukpa,
Otan Ayegbaju,Ota
Osogbo,Eshogbo
Orita Eruwa,Orita Eruwa
Onitsha,Onicha
Ondo,Ondo
Olupona,Olupona
Okuta,Okuta
Okrika,Okrika
Okigwe,Okigwe
Okene,Okene
Oke Mesi,Oke Mesi
Oke Ila,Oke Ila
Ohafia-Ifigh,Ohafia-Ifigh
Ogwashi-Uku,Ogvashi-Uku
Oguta,Oguta
Ogoja,Ogoja
Ogaminana,Ogaminan
Offa,Offa
Ode,Awde
Obudu,
Obonoma,Abonnema
Numan,Numan
Nsukka,Nsukka
Nnewi,Newi
Nkwerre,Nkwerre
Nkpor,Mkpor
Nguru,N'gourou
Nasarawa,Nasarawa
Nafada,Nafada
Mubi,Mubi
Moriki,Moriki
Monguno,Mongono
Mokwa,
Modakeke,Modakeke
Minna,MXJ
Marte,Marte
Malumfashi,Malumfashi
Makurdi,MDI
Makoko,Makoko
Maiduguri,MIU
Magumeri,
Lokoja,Lairdstown
Lere,Lera
Lekki,Ebute Leki
Lapai,Badeggi
Lalupon,Lalupon
Lagos,Eko
Lafiagi,
Lafia,Lafia
Kwale,Kwale
Kumo,
Kumagunnam,Kumaganum
Kukawa,Koukaoua
Kuje,Kuje
Kontagora,Kontagora
Kiyawa,Kiyawa
Kisi,Kishi
Keffi,
Kaura Namoda,Kaura Namoda
Katsina-Ala,Katsena Ala
Katsina,DKA
Kari,Kari
Kano,Byen Kano
Kamba,Kamba
Kaiama,Kaiama
Kagoro,Kagoro
Kafanchan,Kafachan
Kaduna,KAD
Kachia,
Kabba,Kabba
Jos,Dzhos
Jimeta,Jimeta
Jega,
Jebba,Djebba
Jalingo,Jalingo
Iwo,Ivo
Itu,
Isieke,Isieke
Ise-Ekiti,Ise
Isanlu-Itedoijowa,Isanlu-Itedoijowa
Ipoti,Ipoti
Iperu,Iperu
Inisa,
Ilorin,ILR
Ilobu,Ilobu
Illela,
Ilesa,Ilesa
Ilaro,Ilaro
Ila Orangun,Ila
Ikot Ekpene,Ikot Ekpene
Ikom,
Ikirun,Ikirun
Ikire,Ikire
Ikere-Ekiti,Ikare
Ikeja,Ikeja
Ijero-Ekiti,Ijero
Ijebu-Ode,Ijebu Ode
Ijebu-Jesa,Ijebu-Ijesa
Ijebu-Igbo,Ijebu-Igbo
Ihiala,Ihiala
Igede-Ekiti,Igbede
Igbo-Ukwu,Igbo
Igbor,Igbor
Igbo-Ora,Igbo-Awra
Igboho,Igboho
Igbeti,Igbeti
Igbara-Odo,Igbara-Odo
Ifo,Ifaw
Idanre,Idanre
Idah,Idah
Ibi,
Ibeto,Ibeto
Ibadan,IBA
Hadejia,Hadejia
Gwoza,Gwoza
Gwarzo,Gwarzo
Gwaram,Gwaram
Gwadabawa,Gwadabawa
Gusau,Gusau
Gummi,Gummi
Gumel,Gumel
Gombi,Gombe
Gombe,GMO
Gembu,Gembu
Geidam,Gaidam
Gbongan,Gbongan
Gaya,
Gashua,Gashua
Garko,Garko
Ganye,Ganye
Gamboru,Gambaru
Funtua,Funtua
Fiditi,Fiditi
Ezza-Ohu,Ezza-Ohu
Esuk Oron,Esuk Oron
Epe,Ehpe
Enugu-Ukwu,Enugu
Enugu-Ezike,
Enugu,ENU
Emure-Ekiti,Emure
Elele,Elele
Ekpoma,Ekpoma
Eket,Eket
Ejigbo,Ejigbo
Eha Amufu,
Egbe,Egbe
Efon-Alaaye,Effon-Alaiye
Effium,Effium
Ebute Ikorodu,Awja-Ikoradu
Dutsen Wai,Dutsan Wai
Dutse,Dutse
Dukku,Dukku
Doma,
Dikwa,Dikoa
Deba,Deba
Daura,Daura
Daura,Daura
Darazo,Darazo
Damboa,Damboa
Damaturu,Damaturu
Calabar,CBQ
Burutu,Burutu
Bukuru,Bukuru
Buguma,Bugama
Bonny,Bonny
Bode Saadu,Bode Saadu
Biu,Biu
Birnin Kudu,Birnin Kudu
Birnin Kebbi,Birnin Kebbi
Sofo-Birnin-Gwari,Birni-Gwari
Billiri,Biliri
Bida,Bida
Benin City,BNI
Bende,Bende
Beli,Bali
Bauchi,BCU
Baro,Barbo
Bama,Bama
Badagry,Badagri
Babana,Babana
Azare,Azare
Awka,Akwa
Awgu,
Auchi,Auchi
Atani,Atani
Asaba,ABB
Argungu,Argungu
Aramoko-Ekiti,Ara
Apomu,
Anchau,
Amaigbo,Amaigbo
Akwanga,Akwanga
Akure,AKR
Aku,Aku
Ajaokuta,Ajaokuta
Agulu,Agulu
Agbor,Afbor
Afikpo,Afikpo
Ado-Odo,Addo
Ado-Ekiti,Ado
Abuja,ABV
Abeokuta,Abeokuta
Abakaliki,Abakaliki
Aba,Aba
Degema Hulk,Degema
Chakwama,
Tipitapa,Tipitapa
Somoto,Samota
Somotillo,Poyas
Siuna,SIU
San Rafael del Sur,San Rafael
San Marcos,San Marcos
Rivas,ECI
Rio Blanco,Rio Blanco
El Rama,Ciudad Rama
Puerto Cabezas,Bilwi
Ocotal,Ocotal
Nueva Guinea,Colonia Nueva Guinea
Nandaime,Nandaime
Nagarote,Nagarote
Matagalpa,Matagal'pa
Masaya,Masaja
Masatepe,Masatepe
Managua,MGA
Leon,Leon
La Paz Centro,La Paz
Juigalpa,Juigalpa
Jinotepe,Jinotepe
Jinotega,Jinotega
Jalapa,Jalapa
Granada,Granada
Esteli,Ehsteli
El Viejo,Ehl'-V'ekho
El Crucero,Crucero
Diriamba,Diriamba
Corinto,Corinto
Chinandega,Chinandega
Chichigalpa,Chichigalpa
Camoapa,Camaopa
Boaco,Boaco
Bluefields,BEF
Ciudad Sandino,Ciudad Sandino
Zwolle,Gemeen Zwolle
Zwijndrecht,Zuindracum
Zutphen,Zjutfen
Zoetermeer,Zeutermaer
Zevenaar,Zevenar
Zeist,Seist
Zeewolde,
Zandvoort,Landvoort
Zaltbommel,zarutobomeru
Zaanstad,Zaanstad
Zaandam,Zaandam
Woerden,Verden
Wisch,
Winterswijk,Vintersvejk
Winschoten,Vinskhoten
Wijk bij Duurstede,Vayk bey Dursteyde
Wijchen,Vijchen
Wierden,Vierden
Werkendam,Verkendam
Weesp,Vesp
Weert,Vert
Wassenaar,
Wageningen,EWS
Waddinxveen,
Waalwijk,Waalwijk
Vught,Vjugt
Voorschoten,
Voorburg,Voorburg
Volendam,Volendam
Vlissingen,Flesinga
Vlaardingen,Vlaardinge
Vianen,
Venray,Venraai
Venlo,Fenlo
Velsen-Zuid,Velsen
Velp,Felp
Veghel,Vechel
Veenendaal,QVX
Veendam,
Valkenswaard,Valkenswaard
Utrecht,Gemeente Utrecht
Urk,Urk
Uithoorn,Authorn
Uden,UDE
Tubbergen,Tubbergen
Tongelre,Tongelre
Tilburg,Cilburg
Tiel,Tiel
Terneuzen,Neuzen
Tegelen,Tegele
Steenwijk,Stienwyk
Steenbergen,Steenbergen
Staphorst,Staphorst
Stadskanaal,Afraai
Spijkenisse,Spijkenisse
Soest,Sust
Sneek,Sneek
Sliedrecht,Slidrekht
Sittard,Sitardas
Sint-Oedenrode,Sint-Oedenrode
's-Hertogenbosch,'s Bosch
's-Gravenzande,
The Hague,'s-Gravenhage
Schijndel,Schijndel
Schiedam,Schidamas
Schiebroek,Schiebroek
Scheveningen,Scheveningen
Sassenheim,Sassenkhejm
Rotterdam,RTM
Roosendaal,Roosendaal
Roermond,Remunj
Rijswijk,
Rijen,Reijen
Ridderkerk,Ridderkerk
Rhoon,Ron
Rhenen,QPT
Raalte,Raalt
Putten,Putten
Purmerend,Pjurmerend
Pijnacker,Pijnacker
Papendrecht,Papendrekht
Oud-Beijerland,Oud Beierland
Oss,Os
Oosterhout,Oosterhout
Ommoord,Ommoord
Oldenzaal,Oldenzaal
Oisterwijk,Oisterwijk
Oegstgeest,Oegstgeest
Nunspeet,
Nuenen,Njunen
Noordwijk-Binnen,Noordwijk
Nijmegen,Gemeen Nimwaege
Nijkerk,Neykerk
Nieuwegein,Nieuwegein
Naarden,Naarden
Naaldwijk,Naldvejk
Mijdrecht,Mijdrecht
Middelharnis,Menheerse
Middelburg,Medioburgum
Merenwijk,
Meppel,Meppel
Medemblik,Medemblik
Maastricht,MST
Maassluis,Maassluis
Maarssen,Maarsen
Losser,Losser
Loon op Zand,Loon op Zand
Lisse,Lisse
Lindenholt,
Lichtenvoorde,
Leusden,Hamersveld
Lelystad,LEY
Leiderdorp,Lejderdorp
Leiden,Lajden
Leeuwarden,L'ovet
Leerdam,Leerdam
Leek,De Leek
Krimpen aan den IJssel,Krimpen
Korrewegwijk,
Kerkrade,Kerkraad
Katwijk aan Zee,Katijk aan Zee
Kampen,Gemeen Kampen
IJsselstein,IJselstein
IJmuiden,Ehjmjojden
Huizen,Huizen
Hoorn,Gorn
Hoogvliet,Hoogvliet Rotterdam
Hoogezand,Hegesan
Hoogeveen,Hoogeveen
Hoofddorp,Hoofddorp
Hoge Vucht,
Hoensbroek,Gebrook
Hilversum,Hilfertsom
Hillegom,Hillegom
Hengelo,Hemgelo
Hendrik-Ido-Ambacht,Hendrik-Ido-Ambaxt
Helmond,Gelmond
Hellevoetsluis,Helefutslaus
Heiloo,Heilo
Heerlen,Coriovalo
Heerhugowaard,Heerhugowaard
Heerenveen,Heerenveen
Heemstede,Gemstede
Heemskerk,Heemskerk
Harlingen,Garlingen
Harenkarspel,Harenkarspel
Harderwijk,
Hardenberg,Hardenberg
Haarlem,Chaarlem
Haaksbergen,Haaksbergen
Groot IJsselmonde,Groot IJsselmonde
Groningen,Chronin'nken
Groesbeek,Groesbeek
Gouda,Chaounta
Gorinchem,Chorin'chem
Goirle,Goirl
Goes,Chous
Gennep,Asnapium
Gemert,khymyrt
Geleen,Gelaen
Geldrop,Gel'drop
Geldermalsen,Gel'dermalsen
Geertruidenberg,Geertruidenberg
Epe,Ehpe
Enschede,ENS
Enkhuizen,Enkhuizen
Emmen,Ehmmen
Emmeloord,Ehmmelord
Elst,
Elburg,Ehlburg
Eindhoven,Aintchofen
Eibergen,
Eersel,Eersel
Ede,EWS
Duiven,Duiven
Dronten,Dronten
Driebergen-Rijsenburg,
Drachten,Drachten
Dordrecht,Doardt
Dongen,Dongen
Doetinchem,Doetinchem
Diemen,Diemen
Deventer,Daventria
Den Helder,DHR
Delfzijl,Delfzejl
Delft,Delft
Dalfsen,Dal'fsen
Culemborg,Culemborg
Cranendonck,Cranendonck
Castricum,Castricum
Capelle aan den IJssel,Capelle
Bussum,Bjussjum
Brunssum,Brjunssume
Brummen,Brummen
Breda,Breda
Boxtel,Bokstel
Boskoop,Boskop
Borssele,Borsele
Borne,Boorn
Bodegraven,
Beverwijk,Berverwyk
Beuningen,Beuningen Gld
Best,Best
Bergschenhoek,Bergsenkhuk
Bergeyk,Bergeijk
Bergen op Zoom,Bergen op Zoom
Benthuizen,
Barneveld,Barneveld
Barendrecht,Barendrekht
Baarn,Baan
Assen,Asen
Arnhem,Arecanum
Apeldoorn,Apeldoarn
Amsterdam,AMS
Amstelveen,Amstelveen
Amersfoort,Amersfoort
Alphen aan den Rijn,Alfen
Almere Stad,Almere
Almelo,Almelo
Alkmaar,Alkmaar
Alblasserdam,Alblaserdam
Aalten,Aalten
Aalsmeer,Aalsmeer
Amsterdam-Zuidoost,
Berkel en Rodenrijs,
Ypenburg,
Trondheim,Kommun Trondheim
Tromso,Kommun Tromso
Tonsberg,Cjonsberg
Steinkjer,Steinkjer
Stavanger,SVG
Skien,Kommun Skien
Sarpsborg,Kommun Sarpsborg
Sandnes,Sandnes
Sandefjord,Kommun Sandefjord
Porsgrunn,Kommun Porsgrunn
Oslo,Asloa
Moss,Kommun Moss
Molde,Kommun Molde
Mo i Rana,MQN
Lillehammer,Lelehameris
Larvik,Kommun Larvik
Kristiansund,KSU
Kristiansand,Christiansand
Kongsberg,Kongsberg
Horten,Horten
Haugesund,Gaugesun
Harstad,EVE
Hamar,Gamar
Halden,Fredrikshald
Gjovik,Gjoevik
Fredrikstad,Frederikstad
Drammen,Dramen
Bodo,BOO
Bergen,BGO
Asker,Asker
Arendal,Arehndal
Alesund,AES
Askoy,Askjoj
Ytrebygda,
Walin,Walin
Tulsipur,Tulsipur
Tikapur,Tikapur
Tansen,Tansen
Siraha,Shirha
Rajbiraj,RJB
Pokhara,PKR
Patan,Lalitapura
Panauti,Panaoti
Malangawa,Malangawa
Mahendranagar,Mahen Dkanagar
Lahan,Lahan
Kirtipur,Kirtipur
Khadbari,Khadbari
Kathmandu,Catmandu
Janakpur,Dzanakpuras
Jaleshwar,Jaleshwar
Itahari,Itahari
Ilam,Ilam
Hetauda,Hetauda
Gulariya,Gularia
Gaur,Gaur
Dhulikhel,
Dharan,Dharan
Dhankuta,Dhankuta
Dhangadhi,DHI
Darchula,DAP
Dailekh,
Dadeldhura,Dadeldhura
Butwal,Butaul
Birganj,Birganj
Biratnagar,BIR
Bharatpur,BHR
Siddharthanagar,Bhairahawa
Bhadrapur,BDP
Banepa,Banepa
Baglung,BGL
Birendranagar,Birendra Nagar
Dipayal,Dipayal Silgadhi
Nepalgunj,KEP
Panauti,
Inaruwa,
Triyuga,
Madhyapur Thimi,
Yaren,Giaren
Alofi,Alofi
Wellington,Hie-ling-dong
Whanganui,Vanganui
Timaru,Distretto di Timaru
Taupo,TUO
Pukekohe East,
Porirua,Porirua
Paraparaumu,PPQ
Palmerston North,PMR
North Shore,Boreia Akte
New Plymouth,Aberplymm Nowydh
Nelson,NSN
Napier,Ahuriri
Manukau City,Manukau
Mangere,
Lower Hutt,Awakairangi
Invercargill,IVC
Hastings,Daerah Hastings
Hamilton,Gamil'tan
Dunedin,DUD
Christchurch,CHC
Auckland,AKL
Levin,
Gisborne,East Cape
Masterton,Distretto di Masterton
Tauranga,TRG
Papakura,
Whakatane,Distretto di Whakatane
Ashburton,ASG
Rangiora,
Whangarei,Distretto di Whangarei
Cambridge,Cambridge pa New Zealand
Rotorua,Distretto di Rotorua
Blenheim,BHE
Upper Hutt,Apper-Khatt
Taradale,Taradale
Linton Military Camp,
Sur,As Sur
Sohar,Al Sohar
Sufalat Sama'il,Sama'il
Shinas,Al Shinas
Salalah,Al Kathir
Saham,As Saham
Nizwa,Nazwah
Muscat,MCT
Khasab,Al Khasab
Izki,Azki
`Ibri,Ibri
Ibra',Bira
Bidbid,Bidbid
Bawshar,Baushar
Barka',Barka'
Bahla',Bahla'
Badiyah,Badiya
As Suwayq,As Suwaiq
Seeb,Al-Sib
Rustaq,Ar Rustaq
Liwa,Al Liwa'
Al Khaburah,Al Khabura
Al Buraymi,Al Buraymi
